control_event_id,date,record_status,depot,product,stock_status,event_label,opening_stock_m3,customer_orders_m3,closing_stock_m3,days_of_cover,batch_triggered,batch_volume_m3,emergency_replenishment,autonomous_action
CP-0003365,2021-05-25,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6988.12,547.87,6440.25,11.76,1,6315.07,0,CREATE_PIPELINE_BATCH
CP-0003366,2021-06-06,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6779.05,444.18,6334.87,14.26,1,6264.92,0,CREATE_PIPELINE_BATCH
CP-0003367,2021-06-10,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,10913.43,538.59,10374.83,19.26,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003368,2021-06-11,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,10374.83,573.14,9801.69,17.1,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003369,2021-06-18,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6783.73,553.8,6229.93,11.25,1,6534.29,0,CREATE_PIPELINE_BATCH
CP-0003370,2021-06-30,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7235.9,519.63,6716.27,12.93,1,5996.7,0,CREATE_PIPELINE_BATCH
CP-0003371,2021-07-01,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,6716.27,585.31,12127.65,20.72,0,0.0,0,NONE
CP-0003372,2021-07-11,SIMULATED_HISTORY,Nakuru,AGO,WATCH,LOADING_BAY_OUTAGE,7161.96,449.43,6712.53,14.94,1,5895.14,0,CREATE_PIPELINE_BATCH
CP-0003373,2021-07-22,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7117.76,555.49,6562.27,11.81,1,6204.49,0,CREATE_PIPELINE_BATCH
CP-0003374,2021-08-02,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,7409.94,539.85,6870.08,12.73,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003375,2021-08-03,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6870.08,591.28,6278.81,10.62,1,6541.63,0,CREATE_PIPELINE_BATCH
CP-0003376,2021-08-15,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6826.8,456.55,6370.24,13.95,1,6248.1,0,CREATE_PIPELINE_BATCH
CP-0003377,2021-08-26,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7136.64,694.17,6442.47,9.28,1,6532.32,0,CREATE_PIPELINE_BATCH
CP-0003378,2021-09-07,SIMULATED_HISTORY,Nakuru,AGO,WATCH,LOADING_BAY_OUTAGE,6937.34,600.43,6336.9,10.55,1,6497.26,0,CREATE_PIPELINE_BATCH
CP-0003379,2021-09-12,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,DATA_LATENCY_INCIDENT,10687.26,427.08,10260.18,24.02,0,0.0,0,NONE
CP-0003380,2021-09-17,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,8026.05,618.78,7407.28,11.97,0,0.0,0,NONE
CP-0003381,2021-09-19,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6877.81,465.26,6412.56,13.78,1,6218.85,0,CREATE_PIPELINE_BATCH
CP-0003382,2021-09-30,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7300.62,549.15,6751.47,12.29,1,6005.77,0,CREATE_PIPELINE_BATCH
CP-0003383,2021-10-11,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6899.09,617.32,6281.77,10.18,1,6577.73,0,CREATE_PIPELINE_BATCH
CP-0003384,2021-10-21,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7365.31,665.23,6700.09,10.07,1,6231.27,0,CREATE_PIPELINE_BATCH
CP-0003385,2021-11-01,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6857.47,522.55,6334.91,12.12,1,6382.43,0,CREATE_PIPELINE_BATCH
CP-0003386,2021-11-02,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,6334.91,552.19,12165.16,22.03,0,0.0,0,NONE
CP-0003387,2021-11-13,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6939.55,499.0,6440.55,12.91,1,6241.48,0,CREATE_PIPELINE_BATCH
CP-0003388,2021-11-25,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6844.34,534.83,6309.51,11.8,1,6426.26,0,CREATE_PIPELINE_BATCH
CP-0003389,2021-12-07,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6803.42,572.98,6230.43,10.87,1,6562.56,0,CREATE_PIPELINE_BATCH
CP-0003390,2021-12-18,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7066.35,535.83,6530.52,12.19,1,6206.75,0,CREATE_PIPELINE_BATCH
CP-0003391,2021-12-29,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7157.56,572.82,6584.74,11.5,1,6208.02,0,CREATE_PIPELINE_BATCH
CP-0003392,2022-01-09,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6757.84,569.13,6188.71,10.87,1,6598.51,0,CREATE_PIPELINE_BATCH
CP-0003393,2022-01-16,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,9101.37,535.27,8566.1,16.0,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003394,2022-01-20,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6806.51,616.11,6190.4,10.05,1,6667.28,0,CREATE_PIPELINE_BATCH
CP-0003395,2022-01-31,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7008.44,630.47,6377.97,10.12,1,6501.25,0,CREATE_PIPELINE_BATCH
CP-0003396,2022-02-12,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6888.24,508.6,6379.64,12.54,1,6316.77,0,CREATE_PIPELINE_BATCH
CP-0003397,2022-02-24,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6960.48,582.07,6378.41,10.96,1,6428.21,0,CREATE_PIPELINE_BATCH
CP-0003398,2022-03-07,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7188.42,575.7,6612.71,11.49,1,6184.36,0,CREATE_PIPELINE_BATCH
CP-0003399,2022-03-18,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6925.42,702.81,6222.61,8.85,1,6765.12,0,CREATE_PIPELINE_BATCH
CP-0003400,2022-03-29,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7250.76,605.04,6645.73,10.98,1,6195.35,0,CREATE_PIPELINE_BATCH
CP-0003401,2022-04-09,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6965.33,586.3,6379.03,10.88,1,6433.94,0,CREATE_PIPELINE_BATCH
CP-0003402,2022-04-20,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7119.24,523.48,6595.77,12.6,1,6122.97,0,CREATE_PIPELINE_BATCH
CP-0003403,2022-04-25,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,DATA_LATENCY_INCIDENT,10287.4,604.21,9683.19,16.03,0,0.0,0,NONE
CP-0003404,2022-04-30,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7231.1,525.59,6705.51,12.76,1,6016.39,0,CREATE_PIPELINE_BATCH
CP-0003405,2022-05-11,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6769.23,625.95,6143.27,9.81,1,6729.18,0,CREATE_PIPELINE_BATCH
CP-0003406,2022-05-22,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7066.83,511.22,6555.61,12.82,1,6144.74,0,CREATE_PIPELINE_BATCH
CP-0003407,2022-06-02,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6817.52,579.73,6237.79,10.76,1,6565.32,0,CREATE_PIPELINE_BATCH
CP-0003408,2022-06-14,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6868.16,556.67,6311.49,11.34,1,6457.03,0,CREATE_PIPELINE_BATCH
CP-0003409,2022-06-25,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7212.74,570.0,6642.74,11.65,1,6145.78,0,CREATE_PIPELINE_BATCH
CP-0003410,2022-07-06,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7211.44,590.92,6620.52,11.2,1,6199.37,0,CREATE_PIPELINE_BATCH
CP-0003411,2022-07-07,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,6620.52,605.81,12214.08,20.16,0,0.0,0,NONE
CP-0003412,2022-07-17,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7127.56,441.95,6685.6,15.13,1,5910.85,0,CREATE_PIPELINE_BATCH
CP-0003413,2022-07-22,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,DATA_LATENCY_INCIDENT,10394.42,605.22,9789.2,16.17,0,0.0,0,NONE
CP-0003414,2022-07-28,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7086.14,549.34,6536.8,11.9,1,6220.72,0,CREATE_PIPELINE_BATCH
CP-0003415,2022-08-08,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7101.12,549.02,6552.09,11.93,1,6204.96,0,CREATE_PIPELINE_BATCH
CP-0003416,2022-08-19,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7012.06,672.27,6339.79,9.43,1,6602.14,0,CREATE_PIPELINE_BATCH
CP-0003417,2022-08-30,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7044.35,619.1,6425.24,10.38,1,6436.93,0,CREATE_PIPELINE_BATCH
CP-0003418,2022-09-09,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,7844.7,538.18,7306.52,13.58,0,0.0,0,NONE
CP-0003419,2022-09-11,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6785.58,468.6,6316.97,13.48,1,6319.45,0,CREATE_PIPELINE_BATCH
CP-0003420,2022-09-22,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7255.42,593.22,6662.2,11.23,1,6161.16,0,CREATE_PIPELINE_BATCH
CP-0003421,2022-10-03,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7103.04,646.78,6456.26,9.98,1,6447.43,0,CREATE_PIPELINE_BATCH
CP-0003422,2022-10-04,SIMULATED_HISTORY,Nakuru,AGO,WATCH,UNPLANNED_PUMP_FAILURE,6456.26,668.16,5788.1,8.66,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003423,2022-10-07,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,10857.48,695.24,10162.23,14.62,0,0.0,0,NONE
CP-0003424,2022-10-13,SIMULATED_HISTORY,Nakuru,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,7027.14,737.68,6289.46,8.53,1,6750.59,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0003425,2022-10-22,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,7834.31,620.01,7214.3,11.64,0,0.0,0,NONE
CP-0003426,2022-10-23,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7214.3,541.38,6672.92,12.33,1,6072.68,0,CREATE_PIPELINE_BATCH
CP-0003427,2022-10-26,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,11401.38,677.1,10724.28,15.84,0,0.0,0,NONE
CP-0003428,2022-11-02,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6802.8,564.91,6237.89,11.04,1,6543.0,0,CREATE_PIPELINE_BATCH
CP-0003429,2022-11-14,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6952.89,569.04,6383.85,11.22,1,6403.23,0,CREATE_PIPELINE_BATCH
CP-0003430,2022-11-25,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7287.25,567.15,6720.1,11.85,1,6064.15,0,CREATE_PIPELINE_BATCH
CP-0003431,2022-11-28,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,11761.76,535.23,11226.53,20.97,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003432,2022-12-06,SIMULATED_HISTORY,Nakuru,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,7183.45,601.08,6582.37,10.95,1,6252.78,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0003433,2022-12-17,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6948.52,629.08,6319.44,10.05,1,6557.71,0,CREATE_PIPELINE_BATCH
CP-0003434,2022-12-28,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7167.18,577.6,6589.58,11.41,1,6210.35,0,CREATE_PIPELINE_BATCH
CP-0003435,2023-01-08,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6852.96,566.0,6286.96,11.11,1,6495.56,0,CREATE_PIPELINE_BATCH
CP-0003436,2023-01-19,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7067.84,645.72,6422.12,9.95,1,6479.97,0,CREATE_PIPELINE_BATCH
CP-0003437,2023-01-30,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7212.62,607.22,6605.4,10.88,1,6238.94,0,CREATE_PIPELINE_BATCH
CP-0003438,2023-02-06,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,9655.2,582.72,9072.48,15.57,0,0.0,0,NONE
CP-0003439,2023-02-11,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6853.37,529.37,6324.0,11.95,1,6403.56,0,CREATE_PIPELINE_BATCH
CP-0003440,2023-02-23,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6881.08,540.12,6340.96,11.74,1,6402.73,0,CREATE_PIPELINE_BATCH
CP-0003441,2023-02-26,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,11737.84,472.98,11264.87,23.82,0,0.0,0,NONE
CP-0003442,2023-02-28,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,10731.6,515.25,10216.35,19.83,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003443,2023-03-07,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6990.6,567.54,6423.06,11.32,1,6361.76,0,CREATE_PIPELINE_BATCH
CP-0003444,2023-03-18,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7022.57,519.69,6502.89,12.51,1,6210.16,0,CREATE_PIPELINE_BATCH
CP-0003445,2023-03-29,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7044.92,539.39,6505.53,12.06,1,6237.08,0,CREATE_PIPELINE_BATCH
CP-0003446,2023-04-09,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7064.25,507.59,6556.66,12.92,1,6138.24,0,CREATE_PIPELINE_BATCH
CP-0003447,2023-04-20,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6923.66,651.52,6272.14,9.63,1,6638.66,0,CREATE_PIPELINE_BATCH
CP-0003448,2023-05-01,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7213.82,594.56,6619.26,11.13,1,6206.1,0,CREATE_PIPELINE_BATCH
CP-0003449,2023-05-12,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6929.99,655.66,6274.32,9.57,1,6642.69,0,CREATE_PIPELINE_BATCH
CP-0003450,2023-05-23,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7126.2,615.13,6511.07,10.58,1,6345.15,0,CREATE_PIPELINE_BATCH
CP-0003451,2023-05-31,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,DATA_LATENCY_INCIDENT,8888.12,560.95,8327.17,14.84,0,0.0,0,NONE
CP-0003452,2023-06-03,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7210.56,508.69,6701.87,13.17,1,5994.69,0,CREATE_PIPELINE_BATCH
CP-0003453,2023-06-14,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7290.84,562.45,6728.39,11.96,1,6048.81,0,CREATE_PIPELINE_BATCH
CP-0003454,2023-06-19,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,10639.51,533.04,10106.47,18.96,0,0.0,0,NONE
CP-0003455,2023-06-26,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7026.06,533.68,6492.38,12.17,1,6241.66,0,CREATE_PIPELINE_BATCH
CP-0003456,2023-07-07,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7104.05,607.11,6496.93,10.7,1,6347.25,0,CREATE_PIPELINE_BATCH
CP-0003457,2023-07-08,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,6496.93,538.64,12305.55,22.85,0,0.0,0,NONE
CP-0003458,2023-07-16,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,8484.97,481.55,8003.42,16.62,0,0.0,0,NONE
CP-0003459,2023-07-19,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6871.3,509.43,6361.87,12.49,1,6335.8,0,CREATE_PIPELINE_BATCH
CP-0003460,2023-07-30,SIMULATED_HISTORY,Nakuru,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,7032.33,436.77,6595.55,15.1,1,5993.12,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0003461,2023-07-31,SIMULATED_HISTORY,Nakuru,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,6595.55,567.58,6027.97,10.62,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003462,2023-08-10,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7248.34,596.05,6652.28,11.16,1,6175.32,0,CREATE_PIPELINE_BATCH
CP-0003463,2023-08-22,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6847.98,544.35,6303.62,11.58,1,6446.43,0,CREATE_PIPELINE_BATCH
CP-0003464,2023-09-02,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6877.03,475.24,6401.79,13.47,1,6244.59,0,CREATE_PIPELINE_BATCH
CP-0003465,2023-09-05,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,11607.28,511.97,11095.31,21.67,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003466,2023-09-14,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6943.75,556.65,6387.1,11.47,1,6381.4,0,CREATE_PIPELINE_BATCH
CP-0003467,2023-09-26,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6806.46,525.26,6281.19,11.96,1,6440.22,0,CREATE_PIPELINE_BATCH
CP-0003468,2023-09-29,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,DATA_LATENCY_INCIDENT,11653.04,579.7,11073.33,19.1,0,0.0,0,NONE
CP-0003469,2023-10-07,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6800.2,585.11,6215.09,10.62,1,6596.09,0,CREATE_PIPELINE_BATCH
CP-0003470,2023-10-17,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7129.97,581.64,6548.33,11.26,1,6257.65,0,CREATE_PIPELINE_BATCH
CP-0003471,2023-10-27,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7084.3,643.29,6441.01,10.01,1,6457.44,0,CREATE_PIPELINE_BATCH
CP-0003472,2023-11-07,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7332.0,625.39,6706.61,10.72,1,6165.0,0,CREATE_PIPELINE_BATCH
CP-0003473,2023-11-17,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,8025.81,556.48,7469.33,13.42,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003474,2023-11-19,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6992.18,470.66,6521.52,13.86,1,6118.0,0,CREATE_PIPELINE_BATCH
CP-0003475,2023-11-30,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7176.67,565.28,6611.39,11.7,1,6170.04,0,CREATE_PIPELINE_BATCH
CP-0003476,2023-12-05,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,10636.09,506.77,10129.32,19.99,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003477,2023-12-12,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6821.85,585.34,6236.52,10.65,1,6575.01,0,CREATE_PIPELINE_BATCH
CP-0003478,2023-12-23,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7019.98,488.13,6531.84,13.38,1,6133.87,0,CREATE_PIPELINE_BATCH
CP-0003479,2024-01-03,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7235.55,603.47,6632.09,10.99,1,6206.63,0,CREATE_PIPELINE_BATCH
CP-0003480,2024-01-14,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7002.32,477.83,6524.49,13.65,1,6125.78,0,CREATE_PIPELINE_BATCH
CP-0003481,2024-01-25,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7070.34,634.87,6435.47,10.14,1,6450.35,0,CREATE_PIPELINE_BATCH
CP-0003482,2024-02-06,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6841.82,557.89,6283.93,11.26,1,6486.42,0,CREATE_PIPELINE_BATCH
CP-0003483,2024-02-12,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,10209.95,464.83,9745.12,20.97,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003484,2024-02-18,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7114.45,458.03,6656.41,14.53,1,5964.16,0,CREATE_PIPELINE_BATCH
CP-0003485,2024-02-27,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,8466.57,511.5,7955.07,15.55,0,0.0,0,NONE
CP-0003486,2024-03-01,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6898.82,648.8,6250.02,9.63,1,6656.7,0,CREATE_PIPELINE_BATCH
CP-0003487,2024-03-13,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6994.47,588.81,6405.66,10.88,1,6411.08,0,CREATE_PIPELINE_BATCH
CP-0003488,2024-03-24,SIMULATED_HISTORY,Nakuru,AGO,WATCH,LOADING_BAY_OUTAGE,7206.8,495.46,6711.34,13.55,1,5965.37,0,CREATE_PIPELINE_BATCH
CP-0003489,2024-03-29,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,10385.71,582.81,9802.9,16.82,0,0.0,0,NONE
CP-0003490,2024-04-04,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7094.82,602.26,6492.56,10.78,1,6344.36,0,CREATE_PIPELINE_BATCH
CP-0003491,2024-04-15,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,LOADING_BAY_OUTAGE,7402.95,560.39,6842.56,12.21,0,0.0,0,NONE
CP-0003492,2024-04-16,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6842.56,579.04,6263.52,10.82,1,6538.57,0,CREATE_PIPELINE_BATCH
CP-0003493,2024-04-20,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,11126.75,492.38,10634.38,21.6,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003494,2024-04-24,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,DATA_LATENCY_INCIDENT,9058.75,555.3,8503.45,15.31,0,0.0,0,NONE
CP-0003495,2024-04-28,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6782.82,497.32,6285.5,12.64,1,6394.0,0,CREATE_PIPELINE_BATCH
CP-0003496,2024-04-29,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,DATA_LATENCY_INCIDENT,6285.5,625.56,12053.94,19.27,0,0.0,0,NONE
CP-0003497,2024-05-09,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6807.36,558.55,6248.81,11.19,1,6522.54,0,CREATE_PIPELINE_BATCH
CP-0003498,2024-05-21,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6905.01,570.21,6334.8,11.11,1,6454.04,0,CREATE_PIPELINE_BATCH
CP-0003499,2024-06-01,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7230.82,532.74,6698.09,12.57,1,6034.54,0,CREATE_PIPELINE_BATCH
CP-0003500,2024-06-13,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6968.96,528.7,6440.26,12.18,1,6286.31,0,CREATE_PIPELINE_BATCH
CP-0003501,2024-06-25,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6973.16,528.66,6444.5,12.19,1,6282.01,0,CREATE_PIPELINE_BATCH
CP-0003502,2024-07-07,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6925.19,457.91,6467.27,14.12,1,6153.12,0,CREATE_PIPELINE_BATCH
CP-0003503,2024-07-18,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7157.48,560.54,6596.94,11.77,1,6177.39,0,CREATE_PIPELINE_BATCH
CP-0003504,2024-07-24,SIMULATED_HISTORY,Nakuru,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,10080.36,606.68,9473.69,15.62,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0003505,2024-07-30,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6827.41,541.9,6285.51,11.6,1,6460.86,0,CREATE_PIPELINE_BATCH
CP-0003506,2024-08-11,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6808.84,449.93,6358.91,14.13,1,6249.51,0,CREATE_PIPELINE_BATCH
CP-0003507,2024-08-22,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7244.64,542.78,6701.87,12.35,1,6045.82,0,CREATE_PIPELINE_BATCH
CP-0003508,2024-09-03,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6825.97,545.44,6280.54,11.51,1,6471.14,0,CREATE_PIPELINE_BATCH
CP-0003509,2024-09-15,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,6873.38,438.64,6434.74,14.67,1,6156.74,0,CREATE_PIPELINE_BATCH
CP-0003510,2024-09-26,SIMULATED_HISTORY,Nakuru,AGO,WATCH,NORMAL,7241.15,522.39,6718.76,12.86,1,5998.35,0,CREATE_PIPELINE_BATCH
